OrderID,ProductID,CustomerID,OrderDate,OrderQuantity,TotalAmount,Status
81,33,1024,2023-06-27,6,268.8,Delivered
82,122,871,2024-10-03,8,2893.2,Shipped
83,124,1149,2024-11-08,2,1187.3,Cancelled
84,84,550,2023-09-09,10,8012.1,Shipped
85,45,522,2023-06-23,4,117.6,Shipped
86,4,1017,2025-01-26,4,186.28,Cancelled
87,51,1104,2023-09-13,5,2371.7,Cancelled
88,109,1192,2024-06-29,3,666.48,Delivered
89,77,313,2023-08-31,6,120.12,Pending
90,42,970,2024-02-03,10,1345.1,Pending
91,88,538,2025-01-28,5,131.25,Pending
92,83,297,2023-08-12,1,27.55,Delivered
93,98,76,2025-05-25,7,265.02,Cancelled
94,118,465,2023-06-29,6,816.72,Delivered
95,134,300,2023-12-20,8,353.44,Delivered
96,20,2,2024-06-12,6,573.48,Cancelled
97,22,789,2023-08-03,10,691.5,Pending
98,95,728,2024-01-04,9,5956.74,Delivered
99,38,1107,2024-08-24,2,492.42,Pending
100,29,87,2024-02-10,5,293.35,Delivered
101,61,918,2025-05-31,2,194.14,Shipped
102,44,6,2024-04-07,3,170.64,Shipped
103,94,652,2023-07-09,1,202.4,Cancelled
104,145,133,2024-08-18,1,474.54,Delivered
105,98,1011,2024-02-29,2,75.72,Delivered
106,47,298,2024-10-12,5,242.15,Pending
107,16,200,2024-10-11,3,350.34,Shipped
108,33,906,2025-02-14,6,268.8,Pending
109,77,305,2024-09-04,3,60.06,Delivered
110,120,932,2024-09-22,1,11.99,Pending
111,34,273,2024-02-21,5,36.75,Cancelled
112,96,301,2024-11-06,1,157.96,Shipped
113,52,102,2023-07-28,1,98.3,Pending
114,134,836,2023-08-15,4,176.72,Shipped
115,115,707,2025-04-03,2,164.16,Cancelled
116,31,371,2024-01-14,8,5678.88,Delivered
117,41,530,2025-01-17,1,202.11,Delivered
118,132,344,2024-03-24,3,107.16,Cancelled
119,94,855,2023-10-01,9,1821.6,Pending
120,73,1138,2023-08-18,9,395.55,Delivered
121,13,1022,2025-03-18,1,32.01,Cancelled
122,66,335,2025-04-30,5,10.0,Shipped
123,128,441,2024-10-05,7,145.32,Cancelled
124,88,874,2024-07-04,10,262.5,Cancelled
125,127,1153,2024-01-22,9,506.34,Cancelled
126,12,1143,2024-02-07,2,19.08,Cancelled
127,58,128,2024-07-31,2,149.6,Pending
128,117,955,2023-06-15,4,795.96,Delivered
129,56,793,2024-09-17,5,219.5,Pending
130,67,783,2024-11-12,1,91.92,Cancelled
131,139,996,2023-07-06,5,84.35,Cancelled
132,55,29,2023-12-31,3,16.38,Shipped
133,13,1043,2025-03-25,3,96.03,Delivered
134,150,645,2024-06-11,4,20.72,Cancelled
135,129,398,2024-02-18,3,389.76,Delivered
136,56,64,2023-12-28,7,307.3,Pending
137,140,230,2023-12-08,2,27.64,Shipped
138,105,137,2024-06-08,10,296.7,Cancelled
139,109,845,2024-05-01,7,1555.12,Pending
140,129,62,2024-02-23,6,779.52,Shipped
141,90,661,2024-10-17,5,473.6,Delivered
142,60,610,2024-12-21,4,262.48,Delivered
143,99,136,2023-06-05,9,4196.07,Cancelled
144,56,5,2023-06-25,2,87.8,Delivered
145,80,876,2023-10-17,10,107.0,Shipped
146,149,5,2023-12-18,4,777.76,Pending
147,115,547,2024-05-21,1,82.08,Shipped
148,129,220,2023-06-17,3,389.76,Delivered
149,123,1023,2024-12-23,10,218.0,Cancelled
150,46,944,2023-07-25,3,75.06,Cancelled
151,85,1006,2024-03-20,2,1241.7,Pending
152,72,1045,2024-05-13,6,2448.12,Pending
153,43,1162,2024-07-08,7,2413.95,Delivered
154,13,1073,2024-09-30,10,320.1,Shipped
155,35,823,2025-02-02,4,799.6,Pending
156,101,828,2024-09-26,1,68.82,Cancelled
157,54,396,2024-08-21,9,727.11,Cancelled
158,76,370,2024-03-12,8,1951.2,Shipped
159,146,83,2024-08-22,5,153.65,Cancelled
160,4,749,2025-03-14,3,139.71,Delivered
161,55,936,2024-01-18,1,5.46,Pending
162,94,1092,2024-12-23,1,202.4,Delivered
163,14,410,2024-02-29,8,1227.6,Pending
164,134,1023,2024-01-28,6,265.08,Delivered
165,86,215,2025-01-27,5,270.75,Shipped
166,123,704,2025-03-02,8,174.4,Delivered
167,114,867,2024-12-31,10,934.5,Delivered
168,124,194,2024-03-29,4,2374.6,Delivered
169,117,637,2024-08-26,7,1392.93,Cancelled
170,131,587,2024-06-29,3,288.99,Pending
171,76,1133,2024-09-07,4,975.6,Pending
172,42,815,2024-07-15,9,1210.59,Cancelled
173,79,541,2023-10-01,9,512.19,Pending
174,12,164,2024-02-24,10,95.4,Delivered
175,66,143,2024-06-20,10,20.0,Shipped
176,148,270,2024-03-06,1,119.45,Cancelled
177,65,1051,2024-01-04,4,241.72,Pending
178,83,33,2023-11-27,5,137.75,Shipped
179,31,112,2024-06-18,3,2129.58,Delivered
180,149,820,2025-03-27,9,1749.96,Shipped
181,69,1068,2023-06-25,1,29.05,Cancelled
182,42,483,2023-06-19,7,941.57,Pending
183,51,663,2023-12-08,2,948.68,Delivered
184,126,263,2023-09-22,10,147.0,Pending
185,36,602,2023-12-29,6,179.58,Shipped
186,135,488,2024-01-30,10,385.9,Cancelled
187,62,431,2023-09-11,10,1574.8,Cancelled
188,68,858,2023-10-28,10,407.6,Pending
189,97,497,2023-12-02,2,948.04,Cancelled
190,40,2,2023-09-30,9,3411.9,Shipped
191,25,1179,2024-06-23,8,660.48,Cancelled
192,58,25,2024-02-28,3,224.4,Cancelled
193,14,165,2024-03-08,1,153.45,Shipped
194,130,1034,2025-05-24,4,97.64,Delivered
195,68,35,2024-06-15,6,244.56,Cancelled
196,1,152,2023-12-25,6,132.54,Shipped
197,57,384,2024-12-09,1,860.52,Cancelled
198,127,157,2023-08-18,8,450.08,Pending
199,39,851,2024-05-08,2,81.8,Cancelled
200,147,1014,2023-06-23,3,263.22,Pending
201,143,693,2024-06-27,8,645.92,Cancelled
202,42,128,2023-08-19,10,1345.1,Delivered
203,97,250,2025-05-22,7,3318.14,Delivered
204,20,319,2024-03-12,3,286.74,Shipped
205,10,298,2025-05-05,1,11.4,Delivered
206,89,377,2025-03-05,3,3589.59,Pending
207,146,988,2025-02-28,7,215.11,Pending
208,96,8,2024-12-23,4,631.84,Delivered
209,64,817,2025-05-10,3,177.93,Pending
210,45,915,2024-09-12,9,264.6,Shipped
211,38,400,2023-09-10,8,1969.68,Delivered
212,137,944,2024-04-19,7,157.15,Shipped
213,88,611,2025-04-17,10,262.5,Cancelled
214,115,248,2023-06-29,1,82.08,Pending
215,26,452,2024-07-23,6,265.2,Cancelled
216,126,669,2023-09-05,4,58.8,Delivered
217,137,635,2023-11-06,7,157.15,Pending
218,66,869,2025-01-06,3,6.0,Delivered
219,19,666,2024-06-13,2,720.96,Shipped
220,110,916,2023-12-28,6,2655.0,Delivered
221,111,290,2024-08-30,9,1319.67,Pending
222,68,249,2023-09-21,4,163.04,Pending
223,148,298,2023-11-27,6,716.7,Shipped
224,40,300,2023-11-20,6,2274.6,Delivered
225,116,257,2023-10-07,3,96.24,Shipped
226,58,1093,2023-06-11,3,224.4,Pending
227,18,583,2023-07-28,5,84.35,Pending
228,3,351,2023-06-20,6,6864.48,Delivered
229,130,1065,2025-01-08,10,244.1,Cancelled
230,54,578,2023-12-30,1,80.79,Pending
231,18,665,2024-09-28,2,33.74,Delivered
232,30,1025,2024-07-09,4,86.6,Shipped
233,24,519,2025-02-27,7,564.76,Delivered
234,140,764,2023-10-31,7,96.74,Delivered
235,114,854,2024-01-03,8,747.6,Cancelled
236,67,483,2024-10-24,4,367.68,Pending
237,47,63,2023-10-13,5,242.15,Shipped
238,122,501,2023-06-04,8,2893.2,Shipped
239,62,114,2024-05-29,9,1417.32,Cancelled
240,24,1144,2023-10-08,10,806.8,Delivered
241,138,474,2024-11-18,10,2114.3,Cancelled
242,97,868,2024-05-14,3,1422.06,Cancelled
243,69,1068,2024-07-10,9,261.45,Delivered
244,121,594,2025-04-15,2,3891.54,Shipped
245,86,795,2024-02-29,7,379.05,Delivered
246,84,791,2024-09-28,10,8012.1,Pending
247,115,866,2024-10-07,1,82.08,Cancelled
248,39,48,2023-07-26,4,163.6,Cancelled
249,112,1189,2024-04-17,4,3954.04,Cancelled
250,70,91,2024-05-10,6,123.06,Pending
251,3,181,2024-07-15,7,8008.56,Delivered
252,112,61,2025-02-07,7,6919.57,Shipped
253,16,620,2025-05-13,6,700.68,Pending
254,144,261,2024-06-19,6,197.34,Pending
255,84,650,2023-08-03,7,5608.47,Shipped
256,12,865,2023-06-12,9,85.86,Pending
257,118,400,2025-05-14,1,136.12,Pending
258,56,655,2024-06-07,4,175.6,Pending
259,70,428,2024-11-05,2,41.02,Pending
260,150,884,2023-06-16,3,15.54,Delivered
261,84,136,2023-09-26,3,2403.63,Cancelled
262,64,875,2025-06-01,3,177.93,Pending
263,33,57,2024-10-04,2,89.6,Cancelled
264,7,641,2023-09-25,3,408.09,Pending
265,130,294,2024-06-26,7,170.87,Delivered
266,58,1157,2025-01-02,1,74.8,Delivered
267,137,1013,2025-02-12,8,179.6,Shipped
268,108,583,2024-09-01,6,203.76,Shipped
269,143,933,2025-04-01,10,807.4,Shipped
270,47,436,2024-12-04,7,339.01,Shipped
271,55,155,2024-11-06,4,21.84,Delivered
272,13,873,2023-06-10,4,128.04,Cancelled
273,60,768,2024-08-06,6,393.72,Delivered
274,66,649,2023-08-25,6,12.0,Cancelled
275,129,418,2023-09-04,4,519.68,Delivered
276,107,29,2024-01-01,8,520.08,Pending
277,146,570,2023-06-29,8,245.84,Cancelled
278,138,1050,2023-11-14,10,2114.3,Shipped
279,6,1062,2024-10-30,5,243.3,Cancelled
280,126,528,2025-04-13,1,14.7,Shipped
281,143,601,2023-07-27,10,807.4,Shipped
282,78,911,2025-02-11,7,110.04,Delivered
283,130,923,2024-06-03,6,146.46,Shipped
284,52,472,2023-07-13,1,98.3,Cancelled
285,75,90,2023-10-24,7,426.3,Shipped
286,31,486,2023-08-16,9,6388.74,Cancelled
287,88,1101,2025-02-26,6,157.5,Delivered
288,85,77,2024-10-30,6,3725.1,Shipped
289,118,349,2024-07-10,5,680.6,Delivered
290,70,911,2024-05-02,9,184.59,Shipped
291,54,278,2024-05-02,2,161.58,Pending
292,25,313,2024-02-07,8,660.48,Cancelled
293,120,626,2025-03-26,5,59.95,Pending
294,111,790,2024-06-01,4,586.52,Delivered
295,74,470,2024-12-25,10,3122.7,Delivered
296,35,666,2024-01-09,4,799.6,Shipped
297,45,1102,2024-02-07,6,176.4,Shipped
298,4,189,2025-02-17,10,465.7,Shipped
299,92,740,2023-12-10,6,94.08,Delivered
300,60,767,2024-12-10,5,328.1,Delivered
301,150,375,2024-05-04,5,25.9,Cancelled
302,10,132,2025-04-27,1,11.4,Shipped
303,116,201,2024-08-09,10,320.8,Cancelled
304,25,867,2024-11-08,8,660.48,Delivered
305,43,937,2024-07-12,6,2069.1,Pending
306,90,599,2023-11-29,2,189.44,Cancelled
307,24,246,2024-07-10,3,242.04,Shipped
308,111,347,2024-06-17,7,1026.41,Shipped
309,25,321,2024-01-26,4,330.24,Shipped
310,133,1151,2024-11-21,9,78.48,Delivered
311,13,1056,2023-06-03,7,224.07,Delivered
312,104,984,2024-08-15,7,159.67,Delivered
313,74,872,2023-08-14,7,2185.89,Pending
314,79,181,2023-12-11,6,341.46,Delivered
315,88,206,2025-02-06,8,210.0,Shipped
316,142,688,2023-09-29,6,191.58,Cancelled
317,71,59,2024-11-25,8,625.84,Pending
318,128,581,2023-06-13,10,207.6,Cancelled
319,35,874,2024-02-10,7,1399.3,Shipped
320,63,1032,2024-05-06,8,769.6,Pending
321,132,1053,2024-05-05,5,178.6,Cancelled
322,99,835,2023-12-19,10,4662.3,Delivered
323,31,993,2023-11-24,5,3549.3,Shipped
324,132,616,2024-07-02,8,285.76,Delivered
325,78,807,2023-12-08,8,125.76,Shipped
326,7,610,2023-12-07,9,1224.27,Shipped
327,60,170,2024-11-30,7,459.34,Shipped
328,83,1196,2023-12-06,7,192.85,Shipped
329,113,984,2023-08-08,2,170.58,Shipped
330,6,336,2025-03-08,9,437.94,Cancelled
331,72,323,2025-01-15,4,1632.08,Shipped
332,36,675,2025-02-02,7,209.51,Delivered
333,31,106,2024-07-11,4,2839.44,Shipped
334,45,1199,2024-11-22,9,264.6,Shipped
335,42,480,2023-09-14,10,1345.1,Cancelled
336,84,173,2024-11-30,6,4807.26,Delivered
337,106,1179,2025-01-21,9,60.66,Pending
338,35,185,2024-03-08,8,1599.2,Delivered
339,126,354,2024-04-09,1,14.7,Shipped
340,67,635,2024-04-25,10,919.2,Shipped
341,28,345,2024-12-01,6,2616.24,Shipped
342,54,979,2024-08-11,4,323.16,Delivered
343,17,355,2024-12-06,8,4110.16,Cancelled
344,38,831,2024-10-22,9,2215.89,Delivered
345,46,974,2025-02-13,1,25.02,Pending
346,98,164,2023-10-08,2,75.72,Pending
347,36,748,2023-08-06,4,119.72,Cancelled
348,149,291,2024-04-22,10,1944.4,Cancelled
349,9,856,2024-06-27,10,6484.8,Delivered
350,117,126,2024-11-12,4,795.96,Shipped
351,17,572,2025-01-21,9,4623.93,Cancelled
352,46,429,2025-06-01,4,100.08,Cancelled
353,109,178,2024-12-24,2,444.32,Shipped
354,148,950,2024-05-08,8,955.6,Delivered
355,21,424,2024-09-15,10,78.9,Pending
356,112,79,2024-04-01,7,6919.57,Shipped
357,148,334,2025-03-30,4,477.8,Delivered
358,134,144,2024-07-10,8,353.44,Pending
359,78,191,2023-06-15,4,62.88,Pending
360,10,1193,2024-02-16,6,68.4,Delivered
361,107,114,2024-02-01,6,390.06,Pending
362,146,800,2024-04-22,5,153.65,Pending
363,105,1060,2024-05-29,5,148.35,Cancelled
364,78,523,2023-09-21,4,62.88,Cancelled
365,84,869,2024-01-02,10,8012.1,Delivered
366,17,86,2024-03-25,2,1027.54,Cancelled
367,62,864,2024-03-30,6,944.88,Delivered
368,100,479,2024-11-14,1,46.74,Delivered
369,148,746,2024-03-02,9,1075.05,Shipped
370,141,325,2025-04-01,5,451.15,Pending
371,41,1012,2024-03-21,5,1010.55,Delivered
372,104,971,2025-03-15,7,159.67,Cancelled
373,80,356,2023-10-31,3,32.1,Delivered
374,129,529,2024-02-06,10,1299.2,Pending
375,119,437,2025-03-28,5,43.8,Delivered
376,34,639,2024-11-17,9,66.15,Shipped
377,31,481,2024-03-22,2,1419.72,Pending
378,48,827,2024-10-29,3,95.22,Pending
379,5,660,2023-07-29,6,74.1,Delivered
380,65,1007,2024-04-21,9,543.87,Pending
381,131,533,2024-08-27,3,288.99,Delivered
382,123,519,2024-05-27,5,109.0,Shipped
383,1,580,2025-03-24,4,88.36,Cancelled
384,43,105,2023-11-28,2,689.7,Delivered
385,9,1161,2024-02-20,9,5836.32,Pending
386,4,46,2024-08-15,8,372.56,Pending
387,139,390,2024-07-08,7,118.09,Delivered
388,141,899,2024-12-07,2,180.46,Delivered
389,10,740,2024-06-20,5,57.0,Delivered
390,101,588,2025-01-13,3,206.46,Cancelled
391,81,181,2023-08-13,8,343.84,Pending
392,55,639,2024-10-25,10,54.6,Shipped
393,72,1020,2024-01-06,4,1632.08,Cancelled
394,98,1167,2023-08-19,2,75.72,Shipped
395,44,1083,2024-09-07,3,170.64,Cancelled
396,52,627,2025-03-29,6,589.8,Delivered
397,34,592,2023-09-03,6,44.1,Delivered
398,65,61,2024-12-11,7,423.01,Cancelled
399,75,652,2025-01-22,5,304.5,Shipped
400,109,716,2023-08-29,2,444.32,Delivered
401,89,230,2023-10-07,10,11965.3,Pending
402,83,931,2024-11-13,1,27.55,Pending
403,83,700,2025-04-03,3,82.65,Cancelled
404,68,605,2024-04-28,2,81.52,Pending
405,140,1017,2023-10-09,6,82.92,Delivered
406,6,220,2024-07-16,4,194.64,Delivered
407,44,808,2025-01-23,6,341.28,Shipped
408,11,166,2023-12-28,7,6039.74,Delivered
409,58,317,2024-07-11,6,448.8,Delivered
410,65,434,2023-12-17,2,120.86,Shipped
411,2,511,2024-08-22,7,543.13,Pending
412,107,116,2023-12-31,2,130.02,Shipped
413,5,489,2024-11-23,1,12.35,Pending
414,137,891,2024-03-12,9,202.05,Cancelled
415,16,1011,2023-11-17,4,467.12,Cancelled
416,49,1080,2024-06-24,4,1622.68,Delivered
417,62,676,2023-11-12,2,314.96,Cancelled
418,49,516,2023-08-30,10,4056.7,Shipped
419,126,651,2024-04-22,4,58.8,Pending
420,26,139,2023-11-20,2,88.4,Cancelled
421,125,798,2024-08-20,2,40.9,Cancelled
422,27,710,2025-01-22,8,972.08,Shipped
423,137,1196,2024-12-24,9,202.05,Pending
424,98,688,2024-07-24,10,378.6,Cancelled
425,32,1147,2025-04-12,9,15457.32,Cancelled
426,129,348,2025-05-23,5,649.6,Delivered
427,50,1027,2024-05-22,4,195.96,Delivered
428,123,403,2023-10-07,5,109.0,Pending
429,88,822,2024-06-27,3,78.75,Pending
430,4,741,2024-11-06,2,93.14,Cancelled
431,94,952,2024-10-16,8,1619.2,Delivered
432,38,646,2025-05-07,2,492.42,Cancelled
433,139,47,2024-11-16,6,101.22,Shipped
434,93,256,2025-02-17,7,636.23,Delivered
435,10,754,2024-11-15,3,34.2,Cancelled
436,49,144,2024-10-06,1,405.67,Pending
437,13,510,2024-03-23,1,32.01,Pending
438,6,125,2023-09-24,7,340.62,Shipped
439,25,604,2023-08-20,2,165.12,Delivered
440,28,355,2024-11-29,4,1744.16,Cancelled
441,94,1134,2023-10-01,5,1012.0,Cancelled
442,88,722,2024-01-15,9,236.25,Delivered
443,133,663,2024-09-21,7,61.04,Cancelled
444,87,267,2024-01-31,8,793.44,Shipped
445,46,507,2025-01-22,6,150.12,Pending
446,138,255,2024-09-07,8,1691.44,Shipped
447,115,733,2024-02-24,9,738.72,Pending
448,100,1149,2024-08-09,9,420.66,Cancelled
449,128,903,2024-11-06,8,166.08,Cancelled
450,57,470,2023-11-30,9,7744.68,Cancelled
451,61,184,2024-08-04,2,194.14,Cancelled
452,50,615,2024-12-11,10,489.9,Cancelled
453,124,1132,2023-09-04,5,2968.25,Shipped
454,65,1193,2024-10-05,4,241.72,Delivered
455,71,299,2024-05-20,7,547.61,Shipped
456,83,660,2024-08-02,3,82.65,Pending
457,83,996,2023-08-17,5,137.75,Pending
458,9,767,2024-04-16,6,3890.88,Cancelled
459,16,1019,2024-07-15,9,1051.02,Delivered
460,76,1099,2024-06-08,4,975.6,Pending
461,90,29,2024-01-22,10,947.2,Delivered
462,132,248,2024-06-19,10,357.2,Shipped
463,27,796,2024-06-21,1,121.51,Delivered
464,73,822,2023-06-11,2,87.9,Cancelled
465,90,1004,2023-09-17,2,189.44,Cancelled
466,8,420,2024-02-27,5,481.95,Pending
467,62,527,2023-09-11,8,1259.84,Pending
468,32,833,2024-03-22,6,10304.88,Pending
469,121,857,2023-08-03,4,7783.08,Shipped
470,1,945,2024-10-29,6,132.54,Pending
471,65,1032,2023-12-23,8,483.44,Shipped
472,52,92,2024-06-24,4,393.2,Pending
473,133,587,2024-11-21,6,52.32,Shipped
474,143,747,2025-05-04,8,645.92,Pending
475,49,144,2025-03-20,4,1622.68,Shipped
476,88,189,2024-08-10,8,210.0,Delivered
477,76,298,2024-05-11,8,1951.2,Delivered
478,133,376,2023-08-20,1,8.72,Cancelled
479,91,25,2024-05-12,5,941.45,Shipped
480,150,1043,2025-03-22,3,15.54,Cancelled
481,125,483,2024-06-19,8,163.6,Shipped
482,55,446,2024-07-30,10,54.6,Delivered
483,140,620,2025-01-11,5,69.1,Delivered
484,96,953,2024-05-27,3,473.88,Cancelled
485,71,1154,2024-05-26,6,469.38,Delivered
486,69,820,2023-06-18,1,29.05,Shipped
487,118,938,2023-06-30,6,816.72,Delivered
488,26,651,2023-08-21,7,309.4,Pending
489,31,776,2024-06-03,3,2129.58,Cancelled
490,69,1086,2024-04-18,8,232.4,Delivered
491,83,824,2023-11-17,3,82.65,Cancelled
492,116,607,2024-12-11,7,224.56,Shipped
493,107,203,2023-12-07,3,195.03,Delivered
494,12,10,2023-11-15,4,38.16,Cancelled
495,141,984,2024-11-30,8,721.84,Shipped
496,56,1155,2024-06-15,3,131.7,Delivered
497,18,435,2024-04-30,4,67.48,Cancelled
498,69,494,2024-01-28,5,145.25,Shipped
499,17,819,2025-02-13,3,1541.31,Cancelled
500,34,10,2025-04-04,4,29.4,Cancelled
501,108,761,2025-05-19,6,203.76,Delivered
502,54,519,2024-04-16,7,565.53,Shipped
503,21,355,2023-08-20,6,47.34,Cancelled
504,82,989,2024-09-05,1,22.29,Delivered
505,19,305,2024-02-13,2,720.96,Delivered
506,20,957,2025-05-12,2,191.16,Delivered
507,16,708,2024-07-21,5,583.9,Cancelled
508,38,1104,2024-02-13,7,1723.47,Delivered
509,85,131,2025-05-27,9,5587.65,Shipped
510,99,127,2024-10-16,5,2331.15,Cancelled
511,35,85,2023-06-12,7,1399.3,Cancelled
512,20,563,2023-12-27,5,477.9,Pending
513,66,860,2025-03-21,8,16.0,Pending
514,6,797,2024-04-05,4,194.64,Cancelled
515,5,427,2024-11-27,3,37.05,Cancelled
516,73,317,2024-04-26,6,263.7,Pending
517,143,180,2023-07-08,7,565.18,Cancelled
518,78,209,2025-04-06,10,157.2,Shipped
519,99,529,2024-08-06,4,1864.92,Shipped
520,26,853,2024-06-08,1,44.2,Shipped
521,101,1029,2025-04-04,6,412.92,Shipped
522,72,520,2023-11-24,3,1224.06,Cancelled
523,62,843,2024-01-26,2,314.96,Shipped
524,137,149,2023-12-14,4,89.8,Cancelled
525,18,32,2023-10-16,5,84.35,Shipped
526,143,749,2024-03-12,9,726.66,Pending
527,5,390,2023-07-23,8,98.8,Delivered
528,89,231,2024-06-12,7,8375.71,Cancelled
529,57,124,2024-05-21,5,4302.6,Cancelled
530,86,862,2023-12-20,4,216.6,Delivered
531,82,609,2025-01-25,9,200.61,Cancelled
532,54,234,2025-01-12,9,727.11,Shipped
533,65,31,2025-04-14,7,423.01,Pending
534,13,669,2024-10-28,10,320.1,Shipped
535,96,242,2024-05-08,3,473.88,Pending
536,89,1043,2024-03-15,9,10768.77,Pending
537,98,249,2024-08-18,8,302.88,Pending
538,42,881,2024-07-03,6,807.06,Shipped
539,139,238,2025-05-01,6,101.22,Cancelled
540,90,968,2023-06-17,3,284.16,Shipped
541,2,1037,2024-02-21,8,620.72,Delivered
542,113,969,2023-10-12,6,511.74,Shipped
543,56,506,2025-03-20,10,439.0,Pending
544,84,976,2024-10-08,9,7210.89,Shipped
545,142,1102,2024-11-08,7,223.51,Cancelled
546,15,340,2024-05-21,6,521.88,Cancelled
547,84,190,2023-06-20,7,5608.47,Cancelled
548,88,95,2023-09-06,9,236.25,Cancelled
549,51,1174,2024-12-15,2,948.68,Delivered
550,62,505,2024-08-10,7,1102.36,Shipped
551,129,356,2023-11-01,9,1169.28,Delivered
552,18,912,2025-03-21,10,168.7,Shipped
553,141,412,2024-02-25,8,721.84,Shipped
554,1,1129,2024-09-01,10,220.9,Cancelled
555,79,405,2024-01-01,2,113.82,Cancelled
556,61,336,2025-02-26,8,776.56,Cancelled
557,38,740,2023-12-09,7,1723.47,Cancelled
558,19,368,2025-04-27,4,1441.92,Pending
559,8,788,2024-07-11,5,481.95,Cancelled
560,33,1064,2023-07-10,4,179.2,Cancelled
561,26,692,2024-11-11,4,176.8,Shipped
562,99,722,2024-06-21,8,3729.84,Delivered
563,2,467,2024-07-10,7,543.13,Pending
564,4,636,2023-10-08,3,139.71,Cancelled
565,5,431,2025-03-05,9,111.15,Delivered
566,145,89,2024-11-03,2,949.08,Shipped
567,32,458,2024-12-27,5,8587.4,Pending
568,105,658,2023-07-17,8,237.36,Delivered
569,67,116,2023-09-19,6,551.52,Pending
